科目编码,科目名称,核算维度编码,核算维度名称,期初余额借方,期初余额贷方,本年累计借方,本年累计贷方,期末余额借方,期末余额贷方,文件来源,公司,期间,币别,subject_code_path,subject_name_path,is_dimension_row,年份
1001,库存现金,,,12006.579999999998,0.0,45000.0,37668.17,19338.41,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1001/,/库存现金/,False,2024
1002,银行存款,,,23059593.580000043,0.0,659501206.26,670621055.12,11939744.72,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1002/,/银行存款/,False,2024
1002.02,　　工商银行,,,5368433.460000038,0.0,613689893.43,612556812.63,6501514.26,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1002/1002.02/,/银行存款/工商银行/,False,2024
1002.02.01,　　　　人民币3602028909200715415,,,5000000.0,0.0,612495799.57,612495799.57,5000000.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1002/1002.02/1002.02.01/,/银行存款/工商银行/人民币3602028909200715415/,False,2024
1002.02.02,　　　　美元3602028909140067917,,,8798.200000000023,0.0,919112.27,16142.8,911767.67,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1002/1002.02/1002.02.02/,/银行存款/工商银行/美元3602028909140067917/,False,2024
1002.02.03,　　　　欧元3602028909380068777,,,359635.25999999995,0.0,274981.59,44870.26,589746.59,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1002/1002.02/1002.02.03/,/银行存款/工商银行/欧元3602028909380068777/,False,2024
1002.03,　　广发银行,,,17691160.120000005,0.0,45811312.83,58064242.49,5438230.46,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1002/1002.03/,/银行存款/广发银行/,False,2024
1002.03.01,　　　　人民币9550880227868500199,,,11355022.169999998,0.0,37064270.53,44455374.33,3963918.37,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1002/1002.03/1002.03.01/,/银行存款/广发银行/人民币9550880227868500199/,False,2024
1002.03.02,　　　　美元9550880227868500289,,,6336137.949999999,0.0,8747042.3,13608868.16,1474312.09,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1002/1002.03/1002.03.02/,/银行存款/广发银行/美元9550880227868500289/,False,2024
1121,应收票据,,,3056564.4099999983,0.0,14367366.15,17096778.56,327152.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1121/,/应收票据/,False,2024
1121.01,银行承兑汇票,,,3056564.4099999983,0.0,14367366.15,17096778.56,327152.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1121/1121.01/,/应收票据/银行承兑汇票/,False,2024
,,1.01.0023,佩尔哲汽车内饰系统（太仓）有限公司北京分公司,0.0,0.0,148104.97,148104.97,0.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1121/1121.01/,/应收票据/银行承兑汇票/,True,2024
,,1.01.0043,重庆佩尔哲汽车内饰系统有限公司,0.0,0.0,3430768.81,3430768.81,0.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1121/1121.01/,/应收票据/银行承兑汇票/,True,2024
,,1.01.0070,江苏宏昌天马物流装备有限公司,0.0,0.0,2695923.64,2405923.64,290000.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1121/1121.01/,/应收票据/银行承兑汇票/,True,2024
,,1.01.0084,河南新飞专用汽车有限责任公司,0.0,0.0,594865.33,594865.33,0.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1121/1121.01/,/应收票据/银行承兑汇票/,True,2024
,,1.01.0149,中集车辆太字节汽车车厢制造（江门）有限公司,0.0,0.0,126351.3,126351.3,0.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1121/1121.01/,/应收票据/银行承兑汇票/,True,2024
,,1.01.0157,拓普电动车热管理系统（宁波）有限公司,56564.41000000003,0.0,324571.86,381136.27,0.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1121/1121.01/,/应收票据/银行承兑汇票/,True,2024
,,1.01.0191,天津金发新材料有限公司,0.0,0.0,1006281.03,1006281.03,0.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1121/1121.01/,/应收票据/银行承兑汇票/,True,2024
,,1.01.0295,浙江天台祥和实业股份有限公司,3000000.0,0.0,0.0,3000000.0,0.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1121/1121.01/,/应收票据/银行承兑汇票/,True,2024
,,1.01.0347,河南骏通车辆有限公司,1.4551915228366852e-11,0.0,147323.52,110171.52,37152.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1121/1121.01/,/应收票据/银行承兑汇票/,True,2024
,,1.010100,广东金发复合材料有限公司,0.0,0.0,5741448.29,5741448.29,0.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1121/1121.01/,/应收票据/银行承兑汇票/,True,2024
,,1.02.0059,常州汉邦工程塑料股份有限公司,0.0,0.0,151727.4,151727.4,0.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1121/1121.01/,/应收票据/银行承兑汇票/,True,2024
1122,应收账款,,,71233888.53999999,0.0,281662134.99,252968853.58,99927169.95,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,False,2024
,,0010,考泰斯（上海）塑料技术有限公司,0.0,0.0,5918.94,5918.94,0.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,0038,扬州磐晟纳米新材料科技股份有限公司,0.0,0.0,890.0,890.0,0.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,0041,上海彧彧实业有限公司,0.0,0.0,0.0,912000.0,0.0,912000.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0003,博泽汽车技术企业管理（中国）有限公司,0.0,0.72,0.0,0.0,0.0,0.72,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0004,成都雅骏新能源汽车科技股份有限公司,11601.2,0.0,0.0,0.0,11601.2,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0007,广东金发科技有限公司,121873.5,0.0,1218571.18,0.0,1340444.68,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0011,湖北海立美达汽车有限公司,400361.81000000006,0.0,1353065.97,675066.51,1078361.27,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0012,金发科技股份有限公司,27223.58,0.0,4421189.46,27223.58,4421189.46,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0013,兰陵县坤骅汽车贸易有限公司,0.0,0.0,0.0,312671.52,0.0,312671.52,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0015,柳州市建禾汽车零部件有限公司,274162.0,0.0,0.0,0.0,274162.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0020,宁波市阳光汽车配件有限公司,0.0,0.0,2783306.46,0.0,2783306.46,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0023,佩尔哲汽车内饰系统（太仓）有限公司北京分公司,65978.63,0.0,194905.86,260884.49,0.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0024,青岛中集冷藏运输设备有限公司,271317.44999999925,0.0,17849311.08,17406824.29,713804.24,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0029,深圳市比亚迪供应链管理有限公司,939378.7099999934,0.0,99890491.54,93349088.83,7480781.42,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0030,深圳市枫华复合材料有限公司,234397.1,0.0,0.0,40000.0,194397.1,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0037,郑州精益达汽车零部件有限公司,2091.17,0.0,0.0,0.0,2091.17,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0038,中集车辆（山东）有限公司,0.0,0.0,1968519.9,0.0,1968519.9,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0039,中山广虹模塑科技有限公司,0.0,0.0,422484.4,97496.4,324988.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0040,重庆大学,0.0,4950.0,4950.0,0.0,0.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0041,佛吉亚（重庆）汽车零部件有限公司,2716.52,0.0,-2716.52,0.0,0.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0043,重庆佩尔哲汽车内饰系统有限公司,1058801.3600000003,0.0,3036384.09,3430768.81,664416.64,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0049,上海华魄贸易有限公司,65954.88,0.0,0.0,90284.88,0.0,24330.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0052,广州林骏汽车内饰件有限公司,2.9103830456733704e-11,0.0,262143.21,262143.2,0.01,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0054,青岛马士基集装箱工业有限公司,1233789.37,0.0,6883167.05,6818464.38,1298492.04,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0070,江苏宏昌天马物流装备有限公司,306064.18000000017,0.0,2420208.29,2695923.64,30348.83,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0073,广东富华机械装备制造有限公司,0.0,0.0,50424.43,50424.43,0.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0084,河南新飞专用汽车有限责任公司,0.0,0.20000000001164153,888168.2,604555.08,283612.92,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0087,安徽开乐专用车辆股份有限公司,352067.04000000004,0.0,3401185.83,3364228.35,389024.52,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0106,重庆科技大学,0.0,0.0,7420.0,7420.0,0.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0119,浙江泓智新材料有限公司,155132.38,0.0,0.0,62310.9,92821.48,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0120,广州长濑贸易有限公司,5.820766091346741e-11,0.0,792478.62,158044.7,634433.92,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0121,广东精益专用汽车有限公司,0.5,0.0,0.0,0.0,0.5,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0123,武汉暴雪精温科技发展有限公司,0.0,0.0,16200.0,16200.0,0.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0128,考泰斯（平湖）塑料技术有限公司,0.0,0.0,93903.0,93903.0,0.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0141,上迈（镇江）新能源科技有限公司,129275.1,0.0,-86915.1,42360.0,0.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0148,广东皓强科技有限公司,0.0,635.36,0.0,0.0,0.0,635.36,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0149,中集车辆太字节汽车车厢制造（江门）有限公司,126351.3,0.0,0.0,126351.3,0.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0157,拓普电动车热管理系统（宁波）有限公司,274240.52999999997,0.0,50331.33,324571.86,0.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0158,广州雪锋制冷设备有限公司,0.48,0.0,0.0,0.0,0.48,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0164,重庆成佳汽车部件有限公司,5630.92,0.0,0.0,5630.89,0.03,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0168,四川拓普汽车部件有限公司,84668.64,0.0,0.0,84668.64,0.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0171,国材（山东）新材料科技有限公司,0.01,0.0,0.0,0.0,0.01,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0172,冷先（山东）制冷科技有限公司,224234.39999999944,0.0,4123762.91,3829753.3,518244.01,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0177,宁波信泰机械有限公司,0.0,0.0,23800.57,7345.0,16455.57,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0181,株洲中通工贸有限责任公司,0.0,2712.0,0.0,0.0,0.0,2712.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0185,濮阳市龙欣专用汽车制造有限公司,0.0,0.0,50008.0,50008.0,0.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0189,悦驰专用车制造（唐山）有限公司,1.4551915228366852e-11,0.0,64351.9,141465.2,0.0,77113.3,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0190,湖北一专汽车股份有限公司,32.5,0.0,0.0,0.0,32.5,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0191,天津金发新材料有限公司,539281.2,0.0,480815.0,1006468.4,13627.8,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0192,芜湖利诚汽车零部件制造有限公司,75525.89,0.0,-75525.89,0.0,0.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0195,河南冰盛制冷设备有限公司,0.0,0.0,0.0,52428.0,0.0,52428.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0198,深圳正鑫源实业有限公司,3.0,0.0,0.0,0.0,3.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0200,山东德维鲁普新材料有限公司,0.06,0.0,0.0,0.0,0.06,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0205,嘉兴中集新材料科技发展有限公司,12166.31,0.0,11946.2,12166.31,11946.2,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0211,深圳美团低空物流科技有限公司,0.0,0.0,75012.0,75012.0,0.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0243,江苏华曼复合材料科技有限公司,0.0,0.0,3674471.85,0.0,3674471.85,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0274,东莞市发莲塑胶电子有限公司,36322719.4,0.0,-252720.0,33500000.0,2569999.4,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0330,贵州亿拓供应链管理有限公司,0.0,0.0,16341.5,16341.5,0.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0333,特谱勒（浙江）汽车科技有限公司,0.0,0.0,0.0,47042.6,0.0,47042.6,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0340,河北春晖专用汽车制造有限公司,0.0,0.0,118877.94,0.0,118877.94,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0347,河南骏通车辆有限公司,0.0,1.4551915228366852e-11,112384.8,147323.52,0.0,34938.72,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0358,四川鑫运达汽车科技有限公司,0.0,0.0,181460.07,0.0,181460.07,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0366,临沂福达科技有限公司,0.0,0.0,0.0,18006.0,0.0,18006.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0372,宏光空降装备有限公司,0.0,0.0,4328.0,4328.0,0.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0375,安徽兴邦专用汽车股份有限公司,0.0,0.0,258121.1,258121.1,0.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0380,上海延根实业有限公司,0.0,0.0,18080.0,18080.0,0.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0381,昆山福沃德机电科技有限公司,0.0,0.0,72885.0,286681.0,0.0,213796.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0384,惠州比亚迪电池有限公司,0.0,0.0,36303.47,22917.83,13385.64,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0387,湖北福智汽车有限公司,0.0,0.0,161756.62,1000000.0,0.0,838243.38,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0388,宁波莱邦机械科技有限公司,0.0,0.0,0.0,6403.38,0.0,6403.38,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0391,嘉创新型材料（廊坊）有限公司,0.0,0.0,11076164.0,11986164.0,0.0,910000.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0392,武汉城市智能新材料制造有限公司,0.0,0.0,63700.0,63700.0,0.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0393,河南通盛达制冷设备有限公司,0.0,0.0,205228.25,127213.04,78015.21,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0394,四川极善汽车科技有限公司,0.0,0.0,215438.94,0.0,215438.94,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0395,广东众燊汇新材料科技有限公司,0.0,0.0,1112409.52,0.0,1112409.52,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0397,东莞市东城鸿艺印刷厂,0.0,0.0,0.0,13123.82,0.0,13123.82,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0398,上海锐冷冷链设备有限公司,0.0,0.0,16151.52,16151.52,0.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0399,江西晴悦科技有限公司,0.0,0.0,3969.0,3969.0,0.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0400,佛山劲翔新材料有限公司,0.0,0.0,194540.5,217000.0,0.0,22459.5,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0403,康泰塑胶科技股份有限公司,1.4551915228366852e-11,0.0,284295.3,126463.2,157832.1,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0404,上海拓豹新材料有限公司,0.0,0.0,420.0,420.0,0.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0405,无为弗迪电池有限公司,0.0,0.0,3334524.52,1609328.29,1725196.23,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0406,广西东盟弗迪电池有限公司,0.0,0.0,5385.83,5385.83,0.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0407,重庆弗迪电池研究院有限公司,0.0,0.0,3490.26,2184.15,1306.11,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0408,重庆弗迪锂电池有限公司,1.4551915228366852e-11,0.0,120716.43,75758.2,44958.23,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0409,青海弗迪电池有限公司,0.0,0.0,11201.41,11201.41,0.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0410,弗迪电池有限公司,0.0,0.0,2152.61,1331.15,821.46,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0411,西安弗迪电池有限公司,0.0,0.0,535425.63,390243.78,145181.85,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0412,济南弗迪电池有限公司,0.0,0.0,180777.87,96433.18,84344.69,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0413,广西弗迪电池有限公司,0.0,0.0,231618.15,163006.82,68611.33,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0414,抚州弗迪电池有限公司,0.0,0.0,618315.08,347361.17,270953.91,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0415,南宁弗迪电池有限公司,0.0,0.0,693810.93,265936.09,427874.84,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0416,贵安新区弗迪电池有限公司,0.0,0.0,1338011.53,955864.22,382147.31,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0417,蚌埠弗迪电池有限公司,0.0,0.0,877737.51,382213.57,495523.94,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0419,武汉华测卫星技术有限公司,0.0,0.0,0.0,7300.0,0.0,7300.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0421,长沙市比亚迪汽车有限公司,7.275957614183426e-12,0.0,91018.79,50498.8,40519.99,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0422,西安比亚迪汽车零部件有限公司,0.0,0.0,671.06,0.0,671.06,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0423,比亚迪汽车有限公司,0.0,0.0,6629.89,3219.1,3410.79,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0424,南通谦维科技有限公司,0.0,0.0,12430.0,12429.5,0.5,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
,,1.01.0429,安徽博强新材料有限公司,0.0,0.0,14767.9,14767.9,0.0,0.0,ky-txw-2024.csv,广州金发碳纤维新材料发展有限公司,2024,综合本位币,/1122/,/应收账款/,True,2024
